board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
heltec,2026-08-31 04:44:50,21723843,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=0 ip=1,
heltec,2026-08-31 04:45:50,21783845,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=60 ip=1,
heltec,2026-08-31 04:46:50,21843851,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=120 ip=1,
heltec,2026-08-31 04:47:50,21903851,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=180 ip=1,
heltec,2026-08-31 04:48:50,21963853,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=240 ip=1,
heltec,2026-08-31 04:49:50,22023856,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=300 ip=1,
heltec,2026-08-31 04:50:50,22083856,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=360 ip=1,
heltec,2026-08-31 04:51:50,22143857,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=420 ip=1,
heltec,2026-08-31 04:52:50,22203857,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=480 ip=1,
heltec,2026-08-31 04:53:50,22263858,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=540 ip=1,
heltec,2026-08-31 04:54:46,22319605,drop,,,,,,
heltec,2026-08-31 04:54:46,22319607,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 04:54:46,22319607,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 04:54:49,22323045,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 04:54:50,22323564,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=3959,live
heltec,2026-08-31 04:54:50,22323861,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=0 ip=1,
heltec,2026-08-31 04:55:50,22383863,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=60 ip=1,
heltec,2026-08-31 04:56:50,22443866,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=120 ip=1,
heltec,2026-08-31 04:57:50,22503871,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=180 ip=1,
heltec,2026-08-31 04:58:50,22563871,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=240 ip=1,
heltec,2026-08-31 04:59:50,22623872,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=300 ip=1,
heltec,2026-08-31 05:00:50,22683876,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=360 ip=1,
heltec,2026-08-31 05:01:50,22743881,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=420 ip=1,
heltec,2026-08-31 05:02:50,22803886,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=480 ip=1,
heltec,2026-08-31 05:03:50,22863890,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=540 ip=1,
heltec,2026-08-31 05:04:47,22920432,drop,,,,,,
heltec,2026-08-31 05:04:47,22920434,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 05:04:47,22920434,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 05:04:50,22923860,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 05:04:50,22923893,link,down,,,,,
heltec,2026-08-31 05:04:51,22924448,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4016,live
heltec,2026-08-31 05:05:50,22983896,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=59 ip=1,
heltec,2026-08-31 05:06:50,23043898,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=119 ip=1,
heltec,2026-08-31 05:07:50,23103901,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=179 ip=1,
heltec,2026-08-31 05:08:50,23163903,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=239 ip=1,
heltec,2026-08-31 05:09:50,23223907,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=299 ip=1,
heltec,2026-08-31 05:10:50,23283910,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=359 ip=1,
heltec,2026-08-31 05:11:50,23343912,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=419 ip=1,
heltec,2026-08-31 05:12:50,23403915,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=479 ip=1,
heltec,2026-08-31 05:13:50,23463918,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=539 ip=1,
heltec,2026-08-31 05:14:47,23521127,drop,,,,,,
heltec,2026-08-31 05:14:47,23521129,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 05:14:47,23521129,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 05:14:50,23523919,link,down,,,,,
heltec,2026-08-31 05:14:51,23524553,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 05:14:52,23525256,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4129,live
heltec,2026-08-31 05:15:50,23583921,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=58 ip=1,
heltec,2026-08-31 05:16:50,23643923,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=118 ip=1,
heltec,2026-08-31 05:17:50,23703923,link,up,5A:AF:97:2E:2B:8B,3,-49,age_s=178 ip=1,
heltec,2026-08-31 05:18:50,23763925,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=238 ip=1,
heltec,2026-08-31 05:19:50,23823928,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=298 ip=1,
heltec,2026-08-31 05:20:50,23883929,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=358 ip=1,
heltec,2026-08-31 05:21:50,23943929,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=418 ip=1,
heltec,2026-08-31 05:22:50,24003933,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=478 ip=1,
heltec,2026-08-31 05:23:50,24063934,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=538 ip=1,
heltec,2026-08-31 05:24:48,24121835,drop,,,,,,
heltec,2026-08-31 05:24:48,24121837,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 05:24:48,24121837,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 05:24:50,24123935,link,down,,,,,
heltec,2026-08-31 05:24:51,24125260,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 05:24:52,24125908,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4073,live
heltec,2026-08-31 05:25:50,24183938,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=58 ip=1,
heltec,2026-08-31 05:26:50,24243942,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=118 ip=1,
heltec,2026-08-31 05:27:50,24303943,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=178 ip=1,
heltec,2026-08-31 05:28:50,24363943,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=238 ip=1,
heltec,2026-08-31 05:29:50,24423947,link,up,5A:AF:97:2E:2B:8B,3,-55,age_s=298 ip=1,
heltec,2026-08-31 05:30:50,24483947,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=358 ip=1,
heltec,2026-08-31 05:31:50,24543949,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=418 ip=1,
heltec,2026-08-31 05:32:50,24603950,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=478 ip=1,
heltec,2026-08-31 05:33:50,24663954,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=538 ip=1,
heltec,2026-08-31 05:34:49,24722610,drop,,,,,,
heltec,2026-08-31 05:34:49,24722612,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 05:34:49,24722612,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 05:34:50,24723955,link,down,,,,,
heltec,2026-08-31 05:34:52,24726035,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 05:34:53,24726611,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4001,live
heltec,2026-08-31 05:35:50,24783957,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=57 ip=1,
heltec,2026-08-31 05:36:50,24843959,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=117 ip=1,
heltec,2026-08-31 05:37:50,24903960,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=177 ip=1,
heltec,2026-08-31 05:38:50,24963961,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=237 ip=1,
heltec,2026-08-31 05:39:50,25023965,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=297 ip=1,
heltec,2026-08-31 05:40:50,25083966,link,up,5A:AF:97:2E:2B:8B,3,-55,age_s=357 ip=1,
heltec,2026-08-31 05:41:50,25143969,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=417 ip=1,
heltec,2026-08-31 05:42:50,25203970,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=477 ip=1,
heltec,2026-08-31 05:43:50,25263971,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=537 ip=1,
heltec,2026-08-31 05:44:49,25323217,drop,,,,,,
heltec,2026-08-31 05:44:49,25323219,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 05:44:49,25323219,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 05:44:50,25323976,link,down,,,,,
heltec,2026-08-31 05:44:53,25326643,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 05:44:53,25327186,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=3969,live
heltec,2026-08-31 05:45:50,25383977,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=56 ip=1,
heltec,2026-08-31 05:46:50,25443982,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=116 ip=1,
heltec,2026-08-31 05:47:50,25503983,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=176 ip=1,
heltec,2026-08-31 05:48:50,25563984,link,up,5A:AF:97:2E:2B:8B,3,-55,age_s=236 ip=1,
heltec,2026-08-31 05:49:50,25623988,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=296 ip=1,
heltec,2026-08-31 05:50:50,25683992,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=356 ip=1,
