board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
tdeck,2026-08-31 02:39:52,14226192,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=312 ip=1,
tdeck,2026-08-31 02:40:52,14286193,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=372 ip=1,
tdeck,2026-08-31 02:41:52,14346197,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=432 ip=1,
tdeck,2026-08-31 02:42:52,14406197,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=492 ip=1,
tdeck,2026-08-31 02:43:52,14466198,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=552 ip=1,
tdeck,2026-08-31 02:44:36,14509299,drop,,,,,,
tdeck,2026-08-31 02:44:36,14509300,disconnected,8:ASSOC_LEAVE,,,,,our drop
tdeck,2026-08-31 02:44:36,14509301,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 02:44:39,14512750,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 02:44:41,14514295,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4996,live
tdeck,2026-08-31 02:44:52,14526200,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=11 ip=1,
tdeck,2026-08-31 02:45:52,14586202,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=71 ip=1,
tdeck,2026-08-31 02:46:53,14646204,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=131 ip=1,
tdeck,2026-08-31 02:47:52,14706204,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=191 ip=1,
tdeck,2026-08-31 02:48:52,14766207,link,up,5A:AF:97:2E:2B:8B,3,-76,age_s=251 ip=1,
tdeck,2026-08-31 02:49:52,14826213,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=311 ip=1,
tdeck,2026-08-31 02:50:52,14886215,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=371 ip=1,
tdeck,2026-08-31 02:51:52,14946217,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=431 ip=1,
